120345678,5,2,109453
120345678,5,2,60052
120345678,5,2,90889
120345678,5,2,55625
120345678,5,2,54893
120345678,5,2,54943
120345678,5,2,60240
120345678,5,2,54421
120345678,5,2,54109
120345678,5,2,52964
120345678,5,2,54647
120345678,5,2,52177
120345678,5,2,53407
120345678,5,2,57653
120345678,5,2,55173
120345678,5,2,55368
120345678,5,2,56456
120345678,5,2,113774
120345678,5,2,68925
120345678,5,2,57994
120345678,5,2,52111
120345678,5,2,45179
120345678,5,2,44683
120345678,5,2,50487
142305678,7,2,85437
142305678,7,2,85928
142305678,7,2,79682
142305678,7,2,77835
142305678,7,2,65201
142305678,7,2,63149
142305678,7,2,71142
142305678,7,2,58967
142305678,7,2,60383
142305678,7,2,59655
142305678,7,2,57834
142305678,7,2,67939
142305678,7,2,82141
142305678,7,2,72798
142305678,7,2,57339
142305678,7,2,57067
142305678,7,2,53116
142305678,7,2,56007
142305678,7,2,57817
142305678,7,2,50166
142305678,7,2,52605
142305678,7,2,56298
142305678,7,2,46212
142305678,7,2,45787
312405678,7,2,95715
312405678,7,2,159944
312405678,7,2,86151
312405678,7,2,64611
312405678,7,2,63339
312405678,7,2,65062
312405678,7,2,67910
312405678,7,2,61113
312405678,7,2,64476
312405678,7,2,63381
312405678,7,2,63039
312405678,7,2,58363
312405678,7,2,60605
312405678,7,2,60689
312405678,7,2,65956
312405678,7,2,82141
312405678,7,2,68810
312405678,7,2,74568
312405678,7,2,70142
312405678,7,2,66947
312405678,7,2,61012
312405678,7,2,59586
312405678,7,2,81147
312405678,7,2,51236
312405678,7,2,55023
312405678,7,2,47209
312405678,7,2,47622
312645078,5,2,3029203
312645078,5,2,139366
312645078,5,2,124663
312645078,5,2,78137
312645078,5,2,59819
312645078,5,2,63720
312645078,5,2,64595
312645078,5,2,60914
312645078,5,2,56882
312645078,5,2,55470
312645078,5,2,54928
312645078,5,2,54144
312645078,5,2,58944
312645078,5,2,54505
312645078,5,2,55059
312645078,5,2,54395
312645078,5,2,58168
312645078,5,2,58495
312645078,5,2,51053
312645078,5,2,49450
312645078,5,2,60636
312645078,5,2,45499
312645078,5,2,48667
312645078,5,2,49691
312645078,5,2,42253
142375608,10,3,5936
32415678,15,4,151428
32415678,15,4,94698
32415678,15,4,89311
32415678,15,4,84868
42135678,15,4,74199
42135678,15,4,54663
42135678,15,4,65903
125304678,12,4,103639
125304678,12,4,103078
125304678,12,4,94293
125304678,12,4,88420
125304678,12,4,86760
125304678,12,4,69591
125304678,12,4,68707
125304678,12,4,68948
125304678,12,4,67768
125304678,12,4,74799
125304678,12,4,59309
125304678,12,4,55484
125304678,12,4,55404
125304678,12,4,50267
125304678,12,4,71832
125348670,10,4,91917
125348670,10,4,86299
125348670,10,4,89480
125348670,10,4,83611
125348670,10,4,84215
