312645078,5,2,7020
312405678,7,2,8017
312645078,5,2,6570
312645078,5,2,6516
120345678,5,2,6664
312645078,5,2,6464
312405678,7,2,32916
142305678,7,2,7537
142305678,7,2,22262
142305678,7,2,8599
120345678,5,2,6415
312645078,5,2,6622
312645078,5,2,6381
142305678,7,2,6857
120345678,5,2,5488
312645078,5,2,21736
312405678,7,2,7139
312405678,7,2,7131
142305678,7,2,6911
312405678,7,2,6998
312405678,7,2,7143
312645078,5,2,6538
312645078,5,2,6487
312645078,5,2,19821
120345678,5,2,6951
142305678,7,2,6932
312405678,7,2,6726
120345678,5,2,6444
142305678,7,2,6814
120345678,5,2,6383
120345678,5,2,6352
142305678,7,2,6740
312645078,5,2,6422
120345678,5,2,6385
312645078,5,2,6436
120345678,5,2,6395
312405678,7,2,6824
312405678,7,2,22361
312645078,5,2,6671
312405678,7,2,20604
120345678,5,2,6455
142305678,7,2,6632
312645078,5,2,6304
120345678,5,2,6300
120345678,5,2,6293
312645078,5,2,6453
312405678,7,2,6705
120345678,5,2,7431
312405678,7,2,6976
312645078,5,2,5495
312405678,7,2,6891
312645078,5,2,6378
142305678,7,2,6930
120345678,5,2,6338
120345678,5,2,6484
142305678,7,2,8280
120345678,5,2,6954
120345678,5,2,6362
312405678,7,2,6702
312405678,7,2,6788
312645078,5,2,6384
312405678,7,2,7860
120345678,5,2,6416
142305678,7,2,7314
312405678,7,2,6916
120345678,5,2,6365
312405678,7,2,6761
142305678,7,2,6894
142305678,7,2,6750
142305678,7,2,6806
312405678,7,2,24550
312405678,7,2,7044
312645078,5,2,19988
312405678,7,2,6862
142305678,7,2,6746
312645078,5,2,6363
312645078,5,2,6169
312405678,7,2,7406
312405678,7,2,6814
142305678,7,2,7535
312405678,7,2,9453
312405678,7,2,7949
142305678,7,2,6843
120345678,5,2,6387
120345678,5,2,6565
142305678,7,2,6722
312645078,5,2,6329
120345678,5,2,6308
142305678,7,2,6723
120345678,5,2,6674
142305678,7,2,6874
312645078,5,2,6375
312405678,7,2,7406
120345678,5,2,6271
142305678,7,2,6711
312645078,5,2,6320
142305678,7,2,7014
312645078,5,2,7246
312405678,7,2,6812
142305678,7,2,7036
312475680,12,4,9641
142358670,12,4,9603
312475680,12,4,9298
142375680,12,4,9400
32415678,12,4,9835
125304678,12,4,10617
312605748,12,4,9447
312605748,12,4,9464
125348670,10,4,9946
140352678,12,4,8451
312645780,10,4,9109
125348670,10,4,8729
142358670,12,4,9225
125304678,12,4,9256
142375680,12,4,9087
142375068,12,4,9197
125348670,10,4,8601
142375680,12,4,9174
310452678,12,4,9466
140352678,12,4,8300
125304678,12,4,9814
310452678,12,4,9212
142375680,12,4,9292
125348670,10,4,7928
312645780,10,4,8894
32415678,12,4,9833
312645780,10,4,8746
125304678,12,4,9154
312458670,12,4,17614
125348670,10,4,8134
125304678,12,4,9841
310452678,12,4,9240
142375068,12,4,8444
312475680,12,4,9327
142358670,12,4,9212
320415678,12,4,9863
32415678,12,4,9147
312645780,10,4,8844
310452678,12,4,9128
312475680,12,4,10447
142635078,12,4,9246
312605748,12,4,9277
310452678,12,4,9362
312605748,12,4,9083
312605748,12,4,8406
312605748,12,4,9094
310452678,12,4,9368
125348670,10,4,7982
312458670,12,4,9131
142375068,12,4,9306
125304678,12,4,9282
140352678,12,4,8436
125348670,10,4,8781
310452678,12,4,9032
142375680,12,4,9029
312645780,10,4,8801
142375680,12,4,9900
32415678,12,4,9074
142375680,12,4,8222
42135678,12,4,10117
320415678,12,4,9301
312605748,12,4,9735
312458670,12,4,9639
125348670,10,4,8963
312458670,12,4,9228
312645780,10,4,8078
125348670,10,4,9793
125304678,12,4,9195
140352678,12,4,8255
125304678,12,4,9185
140352678,12,4,9196
320415678,12,4,10085
312605748,12,4,8312
142358670,12,4,9221
140352678,12,4,9035
312645780,10,4,8595
125348670,10,4,8802
312475680,12,4,9319
125304678,12,4,9107
312645780,10,4,8636
142375068,12,4,9405
312605748,12,4,9271
312605748,12,4,8360
125304678,12,4,8972
125304678,12,4,9351
312458670,12,4,10556
125304678,12,4,8245
125304678,12,4,9708
312475068,12,4,9238
125304678,12,4,9058
42135678,12,4,9225
42135678,12,4,9545
310452678,12,4,10020
320415678,12,4,9050
125304678,12,4,9246
312475068,12,4,9212
312605748,12,4,10585
140352678,12,4,9900
312645780,10,4,8152
312645780,10,4,8926
312475680,12,4,9641
142358670,12,4,9603
312475680,12,4,9298
142375680,12,4,9400
32415678,12,4,9835
125304678,12,4,10617
312605748,12,4,9447
312605748,12,4,9464
125348670,10,4,9946
140352678,12,4,8451
312645780,10,4,9109
125348670,10,4,8729
142358670,12,4,9225
125304678,12,4,9256
142375680,12,4,9087
142375068,12,4,9197
125348670,10,4,8601
142375680,12,4,9174
310452678,12,4,9466
140352678,12,4,8300
125304678,12,4,9814
310452678,12,4,9212
142375680,12,4,9292
125348670,10,4,7928
312645780,10,4,8894
32415678,12,4,9833
312645780,10,4,8746
142307685,24,6,15816
320615748,17,6,11003
125348067,15,6,11175
312408657,24,6,15393
142705368,24,6,15045
154302678,21,6,38404
312705468,21,6,13729
125308647,17,6,16282
312658740,17,6,11367
312458067,17,6,12652
420135678,17,6,11314
325418670,17,6,11960
125308647,17,6,12245
42175368,17,6,11941
312407685,24,6,17709
125634078,17,6,11978
25134678,17,6,25337
12365748,20,6,14671
125634078,17,6,12069
125374068,17,6,12221
310642785,15,6,11113
310472685,17,6,12701
142635780,17,6,12212
432105678,34,6,27266
14352678,20,6,14988
312604785,17,6,13328
125634078,17,6,12154
420135678,17,6,11422
310642785,15,6,24838
432105678,34,6,19327
312407685,24,6,15031
12365748,20,6,14651
310642785,15,6,12155
125308647,17,6,13326
312458067,17,6,11197
310642785,15,6,10631
320615748,17,6,12574
125374680,17,6,11291
310642785,15,6,10761
312604785,17,6,12119
312765048,19,6,14758
310472685,17,6,12272
310642785,15,6,10688
432105678,34,6,18597
142307685,24,6,31633
312604785,17,6,11544
142605738,24,6,19894
125348067,15,6,12932
312705468,21,6,15914
125348067,15,6,24875
